LSOA21CD,dpi_normalized,Pct of population speaks no or little English normalized,Pct umemp or econo inactive normalized,Pct household deprivation normalized,score
E01006482,6.87,0.2,5.05,6.248153619,18.36815362
E01006483,7.02,0.34,4.71,6.70605613,18.77605613
E01006484,7.18,0.15,4.7,7.370753323,19.40075332
E01006485,7.7,0.13,3.52,3.929098966,15.27909897
E01006486,7.62,0.2,4.17,4.180206795,16.1702068
E01006487,7.62,0.08,4.31,4.667651403,16.6776514
E01006488,8.81,0.06,3.47,3.308714919,15.64871492
E01006489,7.7,0,3.72,4.711964549,16.13196455
E01006490,9.13,0.1,2.79,3.958641064,15.97864106
E01006491,8.93,0.09,2.66,4.106351551,15.78635155
E01006492,7.7,0.03,4.82,6.46971935,19.01971935
E01006493,8.06,0.29,4.52,5.923190547,18.79319055
E01006494,8.06,0.39,5.62,7.41506647,21.48506647
E01006495,8.65,0.54,4.17,6.144756278,19.50475628
E01006496,6.67,0.08,4.96,6.794682422,18.50468242
E01006497,7.18,0.17,4.9,5.937961595,18.1879616
E01006498,8.29,0.14,3.28,2.732644018,14.44264402
E01006499,8.02,0.18,3.49,4.032496307,15.72249631
E01006500,6.71,0.04,5.76,7.17872969,19.68872969
E01006501,6.98,0.06,3.83,4.948301329,15.81830133
E01006502,6.87,0.05,5.06,5.790251108,17.77025111
E01006503,7.22,0,5.26,4.785819793,17.26581979
E01006504,7.82,0.29,4.77,6.056129985,18.93612999
E01006505,6.87,0.16,5.44,7.666174298,20.1361743
E01006506,8.25,0.26,4.58,6.056129985,19.14612999
E01006507,8.02,0.25,4.95,7.090103397,20.3101034
E01006508,7.86,0.25,4.14,6.336779911,18.58677991
E01006509,7.3,0.45,5.13,7.016248154,19.89624815
E01006510,7.1,0.39,4.3,5.672082718,17.46208272
E01006512,9.13,0.67,8.41,4.682422452,22.89242245
E01034405,9.37,0.98,8.84,3.618906942,22.80890694
E01006514,7.78,0.69,7.75,5.376661743,21.59666174
E01034403,8.33,2.03,5,7.075332349,22.43533235
E01006518,5.71,1.29,6.69,8.020679468,21.71067947
E01006519,8.02,0.26,4.43,2.688330871,15.39833087
E01006520,6.71,0.35,3.39,4.1211226,14.5711226
E01006521,7.3,0.79,5.1,5.361890694,18.55189069
E01006522,8.1,0.74,3.63,3.88478582,16.35478582
E01006523,7.14,0.28,4.13,4.903988183,16.45398818
E01006524,7.98,0.23,4.96,3.456425406,16.62642541
E01006525,7.58,0.16,4.35,3.559822747,15.64982275
E01006526,7.46,0.03,3.9,3.323485968,14.71348597
E01006527,6.79,0.16,4.66,5.228951256,16.83895126
E01006528,8.06,0.35,3.4,3.76661743,15.57661743
E01006529,8.57,0.25,3.78,3.559822747,16.15982275
E01006530,7.42,0.05,4.67,3.88478582,16.02478582
E01006531,6.71,0,5.45,4.830132939,16.99013294
E01006532,7.9,0.05,4.98,2.895125554,15.82512555
E01006533,6.15,0.14,5.25,5.273264402,16.8132644
E01006534,8.06,0.36,4.18,4.59379616,17.19379616
E01006535,6.27,0.23,5.01,5.347119645,16.85711965
E01006536,7.02,0.4,4.9,6.129985229,18.44998523
E01006537,7.9,0.37,3.24,4.00295421,15.51295421
E01006538,7.3,0.27,4.65,4.387001477,16.60700148
E01006539,7.5,0.14,5.05,3.190546529,15.88054653
E01006540,7.42,2.17,6.13,7.134416544,22.85441654
E01006541,6.94,0.38,5,7.001477105,19.32147711
E01006542,8.21,1.49,5.54,6.927621861,22.16762186
E01006543,6.75,0.13,4.6,5.007385524,16.48738552
E01006544,7.3,0.44,5.88,7.813884786,21.43388479
E01006545,7.54,0.98,4.63,6.189069424,19.33906942
E01006546,6.9,1.34,4.94,6.602658789,19.78265879
E01006547,7.66,1.78,5.65,7.41506647,22.50506647
E01006548,7.66,3.1,5.93,6.499261448,23.18926145
E01006549,7.14,1.33,4.58,4.992614476,18.04261448
E01006550,8.25,0.25,7.11,4.387001477,19.99700148
E01006551,3.57,0.62,6.57,6.794682422,17.55468242
E01006552,7.78,2.8,5.86,6.189069424,22.62906942
E01006553,8.89,0.33,4.68,3.692762186,17.59276219
E01006554,8.25,0.58,6.26,4.992614476,20.08261448
E01006556,7.38,3.78,7.25,8.138847858,26.54884786
E01006557,8.65,0.4,6.99,4.889217134,20.92921713
E01006558,6.98,1.72,5.79,7.710487445,22.20048745
E01006560,6.87,1.01,6.55,8.360413589,22.79041359
E01006562,5.87,1.88,6.49,8.567208272,22.80720827
E01006563,6.39,1.2,7.28,8.567208272,23.43720827
E01006564,5.87,0.5,5.8,7.459379616,19.62937962
E01006565,6.98,0.37,4.95,6.454948301,18.7549483
E01006566,6.83,0.25,4.77,5.465288035,17.31528804
E01006567,5.44,1.39,6.39,7.725258493,20.94525849
E01006568,7.86,0.27,4.92,5.184638109,18.23463811
E01006569,6.51,0.08,5.2,6.395864106,18.18586411
E01006570,7.26,0.24,4.46,4.387001477,16.34700148
E01006571,6.79,0.38,5.34,7.17872969,19.68872969
E01006572,7.18,0.69,5.63,7.016248154,20.51624815
E01006573,5.44,0.89,5.55,7.237813885,19.11781389
E01006574,7.3,1.03,5.63,6.602658789,20.56265879
E01006575,7.9,0.27,4.67,5.849335303,18.6893353
E01006576,7.74,0.11,3.39,3.367799114,14.60779911
E01006577,7.94,0.02,4.23,3.64844904,15.83844904
E01006578,8.57,0.14,3.78,4.209748892,16.69974889
E01006579,7.74,0.24,4.15,3.677991137,15.80799114
E01006580,8.06,0.06,4.49,3.485967504,16.0959675
E01006581,7.42,0.02,4.08,3.042836041,14.56283604
E01006582,7.66,0.2,4.41,2.968980798,15.2389808
E01006583,7.74,0.05,6.01,2.673559823,16.47355982
E01006584,7.98,0.11,4.01,4.35745938,16.45745938
E01006585,6.19,0.63,5.43,7.444608567,19.69460857
E01006586,7.02,0.54,4.81,5.701624815,18.07162482
E01006587,7.66,0.27,4.47,5.140324963,17.54032496
E01006588,7.78,0.19,4.5,4.032496307,16.50249631
E01006589,6.98,0.33,3.99,4.327917282,15.62791728
E01006590,8.13,0.19,4.02,3.367799114,15.70779911
E01006591,8.02,0.15,3.61,2.58493353,14.36493353
E01006592,7.02,0.12,4.83,3.087149188,15.05714919
E01006593,8.69,0.37,3.09,2.717872969,14.86787297
E01006594,7.82,0.2,4.94,2.895125554,15.85512555
E01006595,7.5,0.2,3.91,4.017725258,15.62772526
E01006596,7.66,0.42,4.4,3.796159527,16.27615953
E01006597,7.54,0.11,5,3.17577548,15.82577548
E01006598,6.67,0.93,5.83,7.725258493,21.15525849
E01006599,8.89,1.42,4.18,6.056129985,20.54612999
E01006600,6.98,0.13,5.29,7.016248154,19.41624815
E01006603,6.47,0.34,5.09,6.514032496,18.4140325
E01006604,7.34,0.19,4.9,7.237813885,19.66781389
E01006605,5.79,0.28,5.56,7.29689808,18.92689808
E01006606,6.75,0.37,4.92,6.676514032,18.71651403
E01006607,6.47,0.44,5.44,7.429837518,19.77983752
E01006608,6.63,0.27,5.03,6.381093058,18.31109306
E01006609,8.02,0.87,4.58,5.435745938,18.90574594
E01006610,6.9,1.32,5.72,7.518463811,21.45846381
E01006611,6.55,3.08,5.94,7.843426883,23.41342688
E01006612,6.59,0.47,6.04,7.621861152,20.72186115
E01006613,5.87,0.27,5.55,7.355982275,19.04598228
E01006614,7.06,1.39,5.51,7.090103397,21.0501034
E01006615,8.02,1.22,5.12,7.252584934,21.61258493
E01006616,6.27,0.15,5.01,7.252584934,18.68258493
E01006617,7.78,0.15,4.3,4.859675037,17.08967504
E01006618,5.83,0.28,5.17,6.912850812,18.19285081
E01006619,7.58,0.15,4.05,4.623338257,16.40333826
E01006620,7.3,0.45,5.32,5.908419498,18.9784195
E01006621,8.02,0.18,4.64,3.88478582,16.72478582
E01006622,8.65,0.12,3.78,3.633677991,16.18367799
E01006623,7.94,0.79,5.04,4.652880355,18.42288036
E01006624,7.66,1.2,5.13,6.35155096,20.34155096
E01006625,7.42,0.16,4.82,4.933530281,17.33353028
E01006626,7.06,0.21,4.74,5.273264402,17.2832644
E01006627,7.22,0.22,4.52,5.110782866,17.07078287
E01006628,7.94,0.23,5.07,3.737075332,16.97707533
E01006629,7.42,0.09,4.43,4.667651403,16.6076514
E01006630,8.1,1.65,4.32,5.583456425,19.65345643
E01006632,6.51,0.71,5.28,7.17872969,19.67872969
E01006633,5.91,0.41,6.4,8.404726736,21.12472674
E01006637,7.98,0.46,4.98,6.484490399,19.9044904
E01006638,7.66,0.83,6.04,7.326440177,21.85644018
E01006639,7.94,0.28,4.55,5.391432792,18.16143279
E01006640,7.54,0.43,4.4,4.948301329,17.31830133
E01006641,9.17,0.73,3.58,4.313146233,17.79314623
E01006642,7.46,0.56,5.25,6.94239291,20.21239291
E01006643,7.98,1.03,4.92,6.189069424,20.11906942
E01006644,6.79,0.5,4.78,6.395864106,18.46586411
E01006645,6.03,0.92,6.1,8.153618907,21.20361891
E01006646,7.54,0.94,6.37,6.395864106,21.24586411
E01006647,7.06,0.79,6.31,7.946824225,22.10682423
E01006648,6.98,0.81,5.76,6.35155096,19.90155096
E01006651,8.65,0.21,3.13,3.559822747,15.54982275
E01006652,7.38,0.65,4.09,6.159527326,18.27952733
E01006653,7.86,0.17,4.97,5.8788774,18.8788774
E01006654,7.46,0.29,4.36,5.627769572,17.73776957
E01006655,7.06,0.26,4.27,5.849335303,17.4393353
E01006656,8.02,0.24,4.07,5.8788774,18.2088774
E01006657,6.87,0.13,4.74,6.558345643,18.29834564
E01006658,7.7,0.42,5.48,7.237813885,20.83781389
E01006659,6.83,0.83,7.28,7.193500739,22.13350074
E01006660,7.06,0.4,5.36,7.282127031,20.10212703
E01006661,6.83,0.74,5.85,7.917282127,21.33728213
E01006662,6.31,0.78,6.39,7.799113737,21.27911374
E01006663,8.13,0.24,4.44,6.041358936,18.85135894
E01006664,7.34,1.16,5.41,7.104874446,21.01487445
E01006665,8.77,0.26,3.88,5.051698671,17.96169867
E01006666,8.81,0.65,3.47,3.988183161,16.91818316
E01006667,8.13,0.57,5.61,6.174298375,20.48429838
E01006668,8.69,0.2,3.14,3.663220089,15.69322009
E01006669,8.85,0.86,3.38,5.081240768,18.17124077
E01006670,8.37,0.48,4.35,5.243722304,18.4437223
E01006671,8.89,0.41,5.18,6.189069424,20.66906942
E01006672,7.74,0.9,5.19,6.868537666,20.69853767
E01006673,7.54,2.69,6.35,7.53323486,24.11323486
E01006674,7.22,2.43,6.8,8.094534712,24.54453471
E01006675,7.26,1.48,5.03,5.627769572,19.39776957
E01006676,6.83,3.31,6.59,7.267355982,23.99735598
E01006677,7.34,2.04,5.04,6.129985229,20.54998523
E01006678,7.14,0.86,6.08,7.429837518,21.50983752
E01006679,7.98,2.81,6.98,7.548005908,25.31800591
E01006680,7.38,0,4.54,3.988183161,15.90818316
E01006681,7.66,0.44,5.54,5.553914328,19.19391433
E01006682,7.78,0.06,4.51,2.9394387,15.2894387
E01006683,7.86,0.15,4.07,3.485967504,15.5659675
E01006684,7.58,0.39,4.32,2.806499261,15.09649926
E01006685,7.46,0.2,5.41,4.032496307,17.10249631
E01006686,7.22,0.14,4.56,3.485967504,15.4059675
E01006687,7.62,0.51,4.23,3.338257016,15.69825702
E01006688,7.3,0.19,4.16,4.564254062,16.21425406
E01006689,6.51,0.36,3.79,3.870014771,14.53001477
E01006690,7.5,3.12,5.63,7.045790251,23.29579025
E01006691,7.7,2.02,6.32,7.0605613,23.1005613
E01006692,7.74,2.05,5.04,5.937961595,20.7679616
E01006693,5.63,1.05,6.34,8.035450517,21.05545052
E01006694,6.79,3.45,6.48,6.617429838,23.33742984
E01006695,7.62,2.64,5.97,7.104874446,23.33487445
E01006696,7.26,1.75,5.97,6.898079764,21.87807976
E01006697,7.34,3.08,6.08,6.94239291,23.44239291
E01006698,7.5,0.36,5.25,6.838995569,19.94899557
E01006699,7.74,1.25,5.89,7.607090103,22.4870901
E01006700,6.75,2.43,6.12,7.680945347,22.98094535
E01006701,7.22,1.77,5.27,6.691285081,20.95128508
E01006702,7.26,1.29,5.34,7.710487445,21.60048745
E01006703,5.99,1.17,6.05,7.917282127,21.12728213
E01006705,6.75,1.3,4.99,6.514032496,19.5540325
E01006706,6.75,0.32,6.1,7.946824225,21.11682423
E01006707,6.94,0.08,5.45,7.031019202,19.5010192
E01006708,7.94,0.27,5.22,6.528803545,19.95880355
E01006709,5.36,0.25,5.3,7.311669129,18.22166913
E01006710,7.74,0.16,5.32,7.016248154,20.23624815
E01006711,7.62,1.23,5.32,6.58788774,20.75788774
E01006712,7.98,0.59,4.76,5.775480059,19.10548006
E01006713,7.46,0.37,4.34,5.967503693,18.13750369
E01006716,7.38,1.35,5.23,6.144756278,20.10475628
E01006717,7.82,0.32,4.35,4.741506647,17.23150665
E01006718,7.5,0.34,4.87,6.853766617,19.56376662
E01006719,7.14,0.19,4.07,5.361890694,16.76189069
E01034401,7.98,2.99,5.84,6.617429838,23.42742984
E01006721,6.23,1.8,5.89,6.957163959,20.87716396
E01006722,8.61,0.88,7.3,4.741506647,21.53150665
E01006723,7.62,0.9,7.22,6.085672083,21.82567208
E01006724,8.06,0.44,6.47,4.918759232,19.88875923
E01006725,6.19,1.02,4.71,5.76070901,17.68070901
E01006726,8.61,2.18,6.44,5.583456425,22.81345643
E01006727,7.74,0.59,3.78,4.741506647,16.85150665
E01006728,7.78,2.36,5.99,6.425406204,22.5554062
E01006729,8.25,1.16,5.74,7.429837518,22.57983752
E01006730,6.27,0.63,5.57,7.429837518,19.89983752
E01006731,6.87,0.46,5.52,7.016248154,19.86624815
E01006732,7.22,0.9,6.06,7.858197932,22.03819793
E01006734,7.06,1.19,5.25,7.208271787,20.70827179
E01006735,7.5,1.01,5.51,7.76957164,21.78957164
E01006736,7.3,0.61,5.02,6.883308715,19.81330872
E01006737,7.22,0.43,5.38,7.163958641,20.19395864
E01006738,6.51,0,5.59,7.459379616,19.55937962
E01006739,8.69,0.47,4.38,6.070901034,19.61090103
E01006740,6.59,0.95,5.31,7.444608567,20.29460857
E01006741,7.7,0.2,4.4,6.203840473,18.50384047
E01006742,7.94,0.31,4.1,4.859675037,17.20967504
E01006743,7.78,0.83,4.09,5.76070901,18.46070901
E01006744,6.87,0.31,4.15,4.977843427,16.30784343
E01006745,8.02,0.5,4.6,5.908419498,19.0284195
E01006746,7.1,1.02,7.28,7.311669129,22.71166913
E01006747,8.17,1.21,8.09,6.203840473,23.67384047
E01006748,7.82,0.81,7.68,5.701624815,22.01162482
E01006751,6.83,0.91,8.24,7.53323486,23.51323486
E01034401,6.87,2.99,5.84,6.617429838,22.31742984
E01006753,7.46,0.28,4.54,6.395864106,18.67586411
E01006754,7.98,1.12,5.74,7.400295421,22.24029542
E01006755,7.58,1.28,5.35,7.193500739,21.40350074
E01006756,7.86,0.88,5.19,7.208271787,21.13827179
E01006757,7.54,0.44,5.1,6.35155096,19.43155096
E01006758,7.74,0.42,5.47,7.636632201,21.2666322
E01006759,8.57,1.24,5.14,5.288035451,20.23803545
E01006760,7.3,1.1,5.35,7.223042836,20.97304284
E01006761,7.58,0.64,5.86,7.149187592,21.22918759
E01006762,6.79,0.78,5.31,6.986706056,19.86670606
E01006763,7.5,0.77,4.89,6.440177253,19.60017725
E01006764,8.37,2,5.61,6.971935007,22.95193501
E01006765,7.26,0.76,4.55,6.617429838,19.18742984
E01006766,8.17,1.97,5.35,7.577548006,23.06754801
E01006767,8.02,2.25,4.88,6.617429838,21.76742984
E01006768,7.78,1.27,4.84,5.64254062,19.53254062
E01006769,6.23,0.59,6.22,7.636632201,20.6766322
E01006770,6.51,0.43,5.03,7.090103397,19.0601034
E01006771,5.83,0.31,6.67,8.345642541,21.15564254
E01006772,7.66,0.31,4.81,6.203840473,18.98384047
E01006773,7.42,0.09,4.11,3.973412112,15.59341211
E01006774,7.62,0.55,3.97,4.23929099,16.37929099
E01006775,7.18,0.26,5.56,7.53323486,20.53323486
E01006776,7.1,0.36,5.29,6.927621861,19.67762186
E01006778,7.3,1.78,5.85,7.680945347,22.61094535
E01006779,6.75,0.89,6.48,8.064992614,22.18499261
E01006780,7.22,0.22,4.06,5.007385524,16.50738552
E01006781,7.06,0.2,4.21,5.007385524,16.47738552
E01006782,7.78,0.15,3.96,5.539143279,17.42914328
E01006783,6.87,0.14,4.46,6.159527326,17.62952733
E01006784,7.86,0.31,3.69,5.214180207,17.07418021
E01006785,6.9,0.15,4.49,5.539143279,17.07914328
E01006786,7.82,0.19,5.75,5.081240768,18.84124077
E01006787,8.53,0.31,4.75,6.558345643,20.14834564
E01006788,7.02,0.3,3.83,5.066469719,16.21646972
E01006790,7.9,1.22,5.62,7.548005908,22.28800591
E01006791,6.19,0.64,5.95,8.035450517,20.81545052
E01006792,7.7,0.22,4.82,3.456425406,16.19642541
E01006793,6.35,0.46,5.33,5.435745938,17.57574594
E01006794,7.66,0.26,4.89,4.076809453,16.88680945
E01006795,8.29,0.08,4.34,3.604135894,16.31413589
E01006796,8.17,0.3,4.93,2.673559823,16.07355982
E01006797,6.27,0.19,4.93,5.716395864,17.10639586
E01006798,8.02,0.26,4.92,4.150664697,17.3506647
E01006799,5.16,0.27,6.61,6.94239291,18.98239291
E01006800,6.79,0.26,5.62,5.051698671,17.72169867
E01006801,7.7,0.14,4.08,3.161004431,15.08100443
E01006802,6.75,0.02,5.06,5.110782866,16.94078287
E01006803,7.86,0.05,4.63,3.559822747,16.09982275
E01006804,7.14,0.02,5.55,5.258493353,17.96849335
E01006805,7.42,0,4.91,5.169867061,17.49986706
E01006806,6.94,0.03,5.39,4.224519941,16.58451994
E01006807,6.87,0.09,5.87,4.135893648,16.96589365
E01006808,7.86,0,4.73,4.298375185,16.88837519
E01006809,7.18,0.14,5.23,5.140324963,17.69032496
E01006810,7.62,0,5.31,5.539143279,18.46914328
E01006811,7.14,0.12,5.88,6.440177253,19.58017725
E01006812,7.74,0.21,5.15,7.267355982,20.36735598
E01006813,7.02,0.44,5.1,6.70605613,19.26605613
E01006814,7.1,0.13,4.41,4.682422452,16.32242245
E01006815,7.38,0.09,4.68,6.11521418,18.26521418
E01006816,7.86,0.43,5.61,7.503692762,21.40369276
E01006817,7.02,0.29,6.02,8.552437223,21.88243722
E01006818,7.22,0.06,5.18,5.686853767,18.14685377
E01006819,7.74,0.67,4.21,5.420974889,18.04097489
E01006820,7.58,0.66,5.32,6.957163959,20.51716396
E01006821,6.94,0.43,6.03,7.828655835,21.22865584
E01006822,7.82,0,4.65,3.323485968,15.79348597
E01006823,7.14,0.03,5.49,3.692762186,16.35276219
E01006824,8.1,0.12,4.7,3.220088626,16.14008863
E01006825,8.29,0.03,5.44,3.338257016,17.09825702
E01006826,6.75,0.09,6.54,6.70605613,20.08605613
E01006827,8.21,0.1,3.87,3.471196455,15.65119646
E01006828,7.18,0.12,4.6,3.958641064,15.85864106
E01006829,8.13,0.18,4.12,3.220088626,15.65008863
E01006830,8.29,0.28,5.09,6.853766617,20.51376662
E01006831,7.74,0.41,4.38,5.214180207,17.74418021
E01006832,8.25,0.33,4.08,5.539143279,18.19914328
E01006833,8.17,0.17,3.32,3.973412112,15.63341211
E01006834,8.17,0.5,4.83,6.499261448,19.99926145
E01006835,7.3,0.03,4.83,4.977843427,17.13784343
E01006836,7.26,0.37,5.58,6.070901034,19.28090103
E01006837,7.3,0.29,4.93,5.465288035,17.98528804
E01006838,7.26,0.18,5.17,6.543574594,19.15357459
E01006839,7.02,0.09,4.89,5.937961595,17.9379616
E01006840,6.71,0.19,4.96,5.923190547,17.78319055
E01006841,7.22,0,4.02,3.958641064,15.19864106
E01006842,6.98,0.14,4.52,6.573116691,18.21311669
E01006843,7.22,0.12,5.34,6.248153619,18.92815362
E01006844,6.87,0.67,5.05,7.075332349,19.66533235
E01006845,8.1,0.47,3.65,5.376661743,17.59666174
E01006846,7.5,0.4,4.98,4.874446086,17.75444609
E01006847,8.02,0.4,4.9,6.691285081,20.01128508
E01006848,7.22,0.12,4.78,5.731166913,17.85116691
E01006849,6.55,0.33,5.64,6.82422452,19.34422452
E01006850,6.98,0.1,5.42,6.898079764,19.39807976
E01006851,7.02,0.11,4.67,5.184638109,16.98463811
E01006852,7.74,0.06,4.69,4.387001477,16.87700148
E01006853,7.98,0.04,3.88,3.914327917,15.81432792
E01006854,7.82,0.21,4.69,5.376661743,18.09666174
E01006855,7.3,0.33,5.63,5.819793205,19.07979321
E01006856,8.57,0.1,2.97,3.028064993,14.66806499
E01006857,7.42,0,4.39,3.485967504,15.2959675
E01006858,8.29,0.27,4.22,5.52437223,18.30437223
E01006859,8.13,0.02,4.25,3.338257016,15.73825702
E01006860,7.5,0.2,4.37,5.140324963,17.21032496
E01006861,8.65,0.22,4.5,5.99704579,19.36704579
E01006862,8.13,0.16,3.26,4.283604136,15.83360414
E01006863,6.55,0.54,5.48,7.193500739,19.76350074
E01006864,8.49,0.24,3.49,3.88478582,16.10478582
E01033794,7.38,0.2,4.96,6.484490399,19.0244904
E01006866,7.22,0.11,4.87,6.248153619,18.44815362
E01006867,8.77,0.3,3.19,3.633677991,15.89367799
E01006868,7.86,0.13,4.7,5.391432792,18.08143279
E01006869,7.18,0.33,4.17,5.273264402,16.9532644
E01006870,6.35,1.03,4.47,6.159527326,18.00952733
E01006871,8.33,0.74,5.56,7.53323486,22.16323486
E01006872,7.62,1.31,5.18,6.82422452,20.93422452
E01006873,6.94,0.41,6.3,7.355982275,21.00598228
E01006874,7.42,0.85,6.32,8.286558346,22.87655835
E01006875,7.34,0.57,4.89,6.883308715,19.68330872
E01006876,7.3,0.43,4.55,5.952732644,18.23273264
E01006877,6.19,0.75,5.76,7.961595273,20.66159527
E01006878,8.17,0.29,4.72,6.203840473,19.38384047
E01006879,7.54,0.13,4.66,6.292466765,18.62246677
E01006880,6.63,0.36,6.17,7.754800591,20.91480059
E01006881,6.43,0.5,5.79,7.001477105,19.72147711
E01006882,7.42,0,5.66,3.692762186,16.77276219
E01006883,7.22,0.16,5.31,3.840472674,16.53047267
E01006884,7.1,0,4.99,3.973412112,16.06341211
E01006885,7.38,0,4.89,3.41211226,15.68211226
E01006886,7.22,0.12,5.52,4.830132939,17.69013294
E01006887,7.22,0.06,5.39,5.686853767,18.35685377
E01006888,7.9,0.19,5.28,3.958641064,17.32864106
E01006889,7.78,0.3,4.62,4.062038405,16.76203841
E01006890,7.14,0.14,4.6,5.288035451,17.16803545
E01006891,7.22,0,4.56,4.608567208,16.38856721
E01006892,7.22,0.08,4.73,4.623338257,16.65333826
E01006893,7.98,0.29,4.68,5.288035451,18.23803545
E01006894,6.59,0.17,6.02,5.819793205,18.59979321
E01006895,6.59,0.16,6.62,4.682422452,18.05242245
E01006896,6.67,0.03,5.6,5.864106352,18.16410635
E01006897,7.14,0.05,4.6,5.391432792,17.18143279
E01006898,7.46,0.15,5.17,6.307237814,19.08723781
E01006899,7.74,0.57,4.36,6.100443131,18.77044313
E01033795,9.05,0.05,2.07,2.525849335,13.69584934
E01006901,8.41,0.03,3.42,3.88478582,15.74478582
E01006903,7.02,0.18,5.81,7.799113737,20.80911374
E01006904,7.54,0.09,4.64,5.435745938,17.70574594
E01006905,7.9,0.14,5.86,7.562776957,21.46277696
E01006906,7.34,0.05,4.47,5.612998523,17.47299852
E01006907,7.34,0.48,5.17,6.543574594,19.53357459
E01006908,7.9,0.35,5.55,7.370753323,21.17075332
E01006909,7.82,0.2,6.05,7.991137371,22.06113737
E01006910,7.62,0.18,4.77,6.558345643,19.12834564
E01006911,6.39,0.05,5.23,6.011816839,17.68181684
E01006912,8.33,0.48,4.36,5.435745938,18.60574594
E01006913,7.66,0.24,5.66,6.868537666,20.42853767
E01006914,7.74,0.03,4.96,3.05760709,15.78760709
E01006915,6.87,0.03,5.32,6.248153619,18.46815362
E01006916,7.22,0.25,4.63,4.682422452,16.78242245
E01006917,8.33,0.02,3.9,3.042836041,15.29283604
E01006918,8.17,0.09,4.03,4.047267356,16.33726736
E01006919,8.17,0.28,4.58,6.248153619,19.27815362
E01006920,7.14,0.16,4.74,4.726735598,16.7667356
E01006921,6.75,0.06,6.41,4.874446086,18.09444609
E01006922,7.14,0,5.88,3.899556869,16.91955687
E01006923,5.83,0.07,5.86,4.844903988,16.60490399
E01006924,6.03,0.23,5.5,6.543574594,18.30357459
E01006925,7.78,0.25,4.79,4.756277696,17.5762777
E01006926,7.34,0.11,6.11,3.353028065,16.91302807
E01006927,5.83,0.07,5.53,5.096011817,16.52601182
E01006928,7.5,0.05,4.49,3.471196455,15.51119646
E01006929,7.74,0.13,4.03,4.460856721,16.36085672
E01006930,5.95,0.16,4.25,5.036927622,15.39692762
E01006931,7.26,0.08,4.28,3.53028065,15.15028065
E01006932,8.25,0.05,4.6,3.131462334,16.03146233
E01006933,7.22,0.14,4.26,4.977843427,16.59784343
E01006934,7.58,0.18,4.43,5.125553914,17.31555391
E01006935,7.22,0.11,4.5,4.180206795,16.0102068
E01006936,6.75,0.34,5.87,4.564254062,17.52425406
E01006937,7.86,0.03,4.02,2.762186115,14.67218612
E01006938,6.67,0.16,5.88,3.707533235,16.41753324
E01006939,6.98,0.1,4.23,4.017725258,15.32772526
E01006940,7.34,0.03,5.18,4.283604136,16.83360414
E01006941,7.06,0.02,4.75,4.254062038,16.08406204
E01006942,7.18,0.21,4.1,4.416543575,15.90654358
E01006943,8.17,0.09,3.92,1.698670606,13.87867061
E01006944,4.21,0.5,7.63,6.454948301,18.7949483
E01006945,6.75,0.99,5.99,6.070901034,19.80090103
E01006946,5.99,0.11,6.02,5.302806499,17.4228065
E01006947,6.67,0.05,5.36,4.165435746,16.24543575
E01006948,5.95,0.24,6.48,6.395864106,19.06586411
E01006949,5.04,0.12,6.64,6.011816839,17.81181684
E01006950,6.94,1.38,6.01,7.163958641,21.49395864
E01006951,5.08,0.5,6.88,5.435745938,17.89574594
E01006952,7.82,0.17,5.52,7.53323486,21.04323486
E01006953,6.79,0.18,4.88,6.632200886,18.48220089
E01006954,6.63,0,5.08,5.686853767,17.39685377
E01006955,8.1,0.29,3.44,3.781388479,15.61138848
E01006956,7.98,0.38,3.63,4.490398818,16.48039882
E01006957,7.26,0.53,5.83,5.494830133,19.11483013
E01006958,7.02,0.2,4.97,6.573116691,18.76311669
E01006959,7.42,0.13,4.39,4.387001477,16.32700148
E01006960,7.06,0.13,4.7,5.465288035,17.35528804
E01006961,7.58,1.04,5.11,7.090103397,20.8201034
E01006962,5.83,0.48,4.58,6.750369276,17.64036928
E01006963,7.82,2.44,5.32,7.41506647,22.99506647
E01006964,7.18,0.74,5.41,7.208271787,20.53827179
E01006965,7.34,0.25,4.71,6.646971935,18.94697194
E01006966,7.06,0.34,4.69,6.085672083,18.17567208
E01006967,6.75,1.56,5.86,7.53323486,21.70323486
E01033798,5.63,2.59,4.72,7.252584934,20.19258493
E01006969,6.83,1.79,4.78,6.528803545,19.92880355
E01006970,6.15,1.29,4.64,6.336779911,18.41677991
E01006971,6.39,0.09,6.99,5.096011817,18.56601182
E01006972,5.48,0.24,7.59,6.189069424,19.49906942
E01006973,6.83,0.19,7.11,4.638109306,18.76810931
E01006974,6.94,0.02,5.9,3.500738552,16.36073855
E01006976,7.9,0.11,4.08,5.745937962,17.83593796
E01006977,6.23,0.09,5.88,7.119645495,19.3196455
E01006978,7.9,0.06,3.99,5.007385524,16.95738552
E01006979,7.62,0.74,5.67,7.577548006,21.60754801
E01006980,7.3,0.32,5.09,7.459379616,20.16937962
E01006981,7.46,0.24,5.49,7.326440177,20.51644018
E01006982,7.5,0.06,4.15,5.52437223,17.23437223
E01006983,8.33,0.02,3.63,4.992614476,16.97261448
E01006984,7.54,0.7,5.3,7.400295421,20.94029542
E01006985,6.75,0.05,5.32,3.515509601,15.6355096
E01006986,7.78,0.08,6.26,3.042836041,17.16283604
E01006987,6.15,0.06,5.79,3.973412112,15.97341211
