LSOA21CD,dpi_normalized,Pct of population speaks no or little English normalized,Pct umemp or econo inactive normalized,Pct household deprivation normalized,score
E01028609,7.82,0.06,3.56,3.161004431,14.60100443
E01028610,7.34,0,3.87,4.298375185,15.50837519
E01028611,8.17,0.03,4.11,2.407680945,14.71768095
E01028612,8.17,0.12,4.76,2.70310192,15.75310192
E01028613,8.1,0.16,3.41,2.732644018,14.40264402
E01028614,8.45,0.07,3.16,3.279172821,14.95917282
E01028615,7.38,0.02,5.15,3.988183161,16.53818316
E01028616,9.33,0.04,3.15,2.836041359,15.35604136
E01028617,8.1,0,3.73,2.895125554,14.72512555
E01035752,8.93,0.12,3.29,2.186115214,14.52611521
E01028619,7.3,0.06,4.1,3.88478582,15.34478582
E01035748,7.94,0.98,5.24,3.323485968,17.48348597
E01035745,8.21,0.35,2.52,4.711964549,15.79196455
E01028622,7.98,0.29,2.65,3.087149188,14.00714919
E01028623,7.74,0.43,3.25,4.268833087,15.68883309
E01028624,7.9,0.58,3.34,3.456425406,15.27642541
E01028625,9.37,0.6,1.41,1.979320532,13.35932053
E01028626,9.4,0.12,2.07,1.816838996,13.406839
E01028627,8.85,0.36,2.34,2.717872969,14.26787297
E01028628,9.52,0.32,2.09,2.304283604,14.2342836
E01028629,9.33,0.36,2.05,2.998522895,14.7385229
E01028630,8.77,0.69,2.3,3.958641064,15.71864106
E01028631,7.94,1.03,3.29,5.007385524,17.26738552
E01028632,7.74,0.7,3.24,5.480059084,17.16005908
E01028633,8.1,0.5,3.61,5.258493353,17.46849335
E01028634,7.46,0.11,3.26,3.840472674,14.67047267
E01028635,7.18,0.57,3.95,5.494830133,17.19483013
E01028636,6.75,0.39,4.34,5.923190547,17.40319055
E01028637,8.41,0.22,2.96,3.515509601,15.1055096
E01028638,7.54,0.37,3.83,3.810930576,15.55093058
E01028639,7.62,0.07,4.18,3.220088626,15.09008863
E01028640,7.58,0.08,4.23,4.150664697,16.0406647
E01028641,6.39,0.19,4.89,4.254062038,15.72406204
E01028642,8.53,0.08,3.95,2.58493353,15.14493353
E01028643,8.25,0,4.55,2.732644018,15.53264402
E01028644,7.62,0.02,4.98,3.042836041,15.66283604
E01028645,8.06,0,5.91,3.013293944,16.98329394
E01028646,7.42,0.13,3.83,3.382570162,14.76257016
E01028647,8.17,0.19,3.58,2.540620384,14.48062038
E01035750,9.25,0.03,4.14,3.692762186,17.11276219
E01028649,8.17,0.03,4.49,2.732644018,15.42264402
E01028650,7.66,0.15,3.92,3.131462334,14.86146233
E01028651,6.9,0.49,5.25,4.992614476,17.63261448
E01028652,7.7,0.31,4.68,2.776957164,15.46695716
E01028653,7.62,0.58,3.82,3.41211226,15.43211226
E01028654,7.34,0.12,4.29,2.9394387,14.6894387
E01028655,8.1,0.57,3.72,2.422451994,14.81245199
E01028656,7.94,0,5.36,2.274741507,15.57474151
E01028657,7.66,0.24,4.12,3.545051699,15.5650517
E01028658,8.61,0.11,3.9,2.673559823,15.29355982
E01028659,8.53,0.07,4.08,2.215657312,14.89565731
E01028660,8.41,0.15,4.04,2.599704579,15.19970458
E01028661,9.09,0.09,5.4,2.097488922,16.67748892
E01028662,8.33,0,4.69,1.536189069,14.55618907
E01028663,7.5,0.14,4.13,3.914327917,15.68432792
E01028664,6.67,0.05,5.6,3.397341211,15.71734121
E01028665,7.38,0,4.73,2.776957164,14.88695716
E01028666,8.02,0.08,3.58,3.737075332,15.41707533
E01028667,7.98,0.06,2.63,2.570162482,13.24016248
E01028668,7.18,0.06,4.53,3.781388479,15.55138848
E01028669,8.53,0.26,3.88,3.545051699,16.2150517
E01028670,7.82,0,4.4,2.998522895,15.2185229
E01028671,6.55,0.18,4.67,5.199409158,16.59940916
E01028672,8.25,0.14,4.33,3.190546529,15.91054653
E01028673,8.77,0.23,2.87,2.614475628,14.48447563
E01028674,7.7,0.17,4.44,3.485967504,15.7959675
E01028675,7.62,0.11,3.44,4.342688331,15.51268833
E01028676,8.02,0.35,3.49,4.372230428,16.23223043
E01028677,6.98,0.44,4.31,3.825701625,15.55570163
E01028678,8.21,0,3.94,2.658788774,14.80878877
E01028679,8.41,0.07,3.68,3.308714919,15.46871492
E01028680,7.14,0.07,4.31,3.677991137,15.19799114
E01028681,7.54,0.12,4.25,3.087149188,14.99714919
E01028682,6.71,0.3,4.79,4.460856721,16.26085672
E01028683,8.02,0.1,4.31,3.943870015,16.37387002
E01028684,8.25,0.19,3.91,2.865583456,15.21558346
E01028685,8.13,0.15,4.14,2.481536189,14.90153619
E01028686,8.25,0.16,4.35,3.870014771,16.63001477
E01028688,8.1,0.42,3.54,3.722304284,15.78230428
E01028689,8.37,0.4,2.98,3.810930576,15.56093058
E01028690,7.9,0.46,4.14,3.973412112,16.47341211
E01028691,7.38,0.44,4.28,4.800590842,16.90059084
E01028692,7.14,0.75,4.13,6.735598227,18.75559823
E01028693,8.89,0.17,3.64,1.742983752,14.44298375
E01028694,8.89,0.24,2.36,2.422451994,13.91245199
E01028695,7.54,0.19,3.99,3.367799114,15.08779911
E01028696,8.02,0.08,4.81,2.304283604,15.2142836
E01028697,7.22,0.46,3.79,4.918759232,16.38875923
E01028698,8.57,0.31,2.68,2.437223043,13.99722304
E01028699,7.78,0.25,4.4,2.46676514,14.89676514
E01028700,7.58,0.27,3.46,5.051698671,16.36169867
E01028701,7.9,0.35,3.42,3.796159527,15.46615953
E01028702,7.46,0.21,4.66,3.53028065,15.86028065
E01028703,8.02,0.68,3.73,4.401772526,16.83177253
E01028704,7.54,0.22,4.31,5.007385524,17.07738552
E01028705,8.29,0.15,4.17,2.688330871,15.29833087
E01028706,8.81,0.08,3.52,2.776957164,15.18695716
E01028707,8.1,0.1,3.2,2.776957164,14.17695716
E01028708,7.54,0.46,4.42,3.810930576,16.23093058
E01028709,8.21,0.41,4.4,2.644017725,15.66401773
E01028710,8.49,0.35,3.97,2.200886263,15.01088626
E01028711,7.86,0.22,4.23,2.983751846,15.29375185
E01028712,7.86,0.02,4.48,3.840472674,16.20047267
E01028713,8.21,0.04,3.93,2.422451994,14.60245199
E01035755,7.9,0.1,3.53,4.23929099,15.76929099
E01028715,8.89,0.05,3.23,2.171344165,14.34134417
E01028716,8.61,0.06,2.84,3.264401773,14.77440177
E01028717,7.58,0.31,3.77,4.667651403,16.3276514
E01028718,6.9,0.1,3.84,4.889217134,15.72921713
E01028719,7.62,0.14,4.95,3.604135894,16.31413589
E01028720,7.94,0.1,4.34,3.515509601,15.8955096
E01028721,9.09,0.03,2.7,2.629246677,14.44924668
E01028722,7.86,0.07,4.49,4.1211226,16.5411226
E01028723,8.33,0.07,3.89,3.485967504,15.7759675
E01028724,8.13,0.03,4.11,3.308714919,15.57871492
E01028725,8.93,0.21,2.49,3.087149188,14.71714919
E01028726,8.41,0.09,3.92,2.34859675,14.76859675
E01035759,9.25,0.1,3.1,2.658788774,15.10878877
E01028728,8.53,0.12,4.28,4.106351551,17.03635155
E01028729,8.97,0.1,2.87,2.156573117,14.09657312
E01028730,8.77,0.07,4.08,2.525849335,15.44584934
E01028731,8.33,0.05,3.44,4.638109306,16.45810931
E01028732,9.17,0.18,2.88,3.013293944,15.24329394
E01028733,8.13,0.28,4.4,2.983751846,15.79375185
E01028734,7.62,0.16,4.04,3.220088626,15.04008863
E01028735,7.1,0.4,4.18,4.150664697,15.8306647
E01035754,8.69,0.1,3.54,2.658788774,14.98878877
E01028737,8.37,0.02,4.1,2.644017725,15.13401773
E01028738,9.21,0.34,3.05,1.447562777,14.04756278
E01028739,8.25,0.18,3.78,3.441654357,15.65165436
E01028740,7.54,0.46,2.73,2.806499261,13.53649926
E01028741,8.61,0.23,4.38,2.378138848,15.59813885
E01028742,7.86,0.49,3.67,3.722304284,15.74230428
E01028743,7.82,0.09,6.46,4.076809453,18.44680945
E01028744,7.06,0.15,4.09,3.618906942,14.91890694
E01028745,8.49,0.11,3.58,2.747415066,14.92741507
E01028746,8.65,0.07,4.45,3.41211226,16.58211226
E01028747,8.61,0.25,2.64,1.728212703,13.2282127
E01028748,8.45,0.22,3.11,2.968980798,14.7489808
E01028749,7.94,0.01,4.06,3.471196455,15.48119646
E01028750,6.27,0.19,4.27,4.844903988,15.57490399
E01028751,8.81,0.15,5.18,2.717872969,16.85787297
E01028752,7.82,0.11,4.14,2.836041359,14.90604136
E01028753,7.26,0.19,3.7,4.59379616,15.74379616
E01028754,8.25,0.02,3.78,2.762186115,14.81218612
E01028755,7.26,0.08,3.72,3.692762186,14.75276219
E01035757,8.17,0.32,3.89,3.899556869,16.27955687
E01028757,8.57,0.2,4.16,4.505169867,17.43516987
E01028758,7.54,0.04,4.11,3.76661743,15.45661743
E01028759,7.5,0.09,3.33,3.943870015,14.86387002
E01028760,7.94,0.03,4.39,3.958641064,16.31864106
E01028761,9.17,0.27,3.68,3.751846381,16.87184638
E01028762,8.57,0,3.9,3.249630724,15.71963072
E01028763,7.14,0.03,4.67,2.850812408,14.69081241
E01028764,7.9,0.11,3.99,3.456425406,15.45642541
E01028765,7.9,0,4.06,4.076809453,16.03680945
E01035255,8.49,0.07,4.15,3.17577548,15.88577548
E01028767,7.14,0.06,5.52,3.870014771,16.59001477
E01028771,6.55,0.25,4,5.731166913,16.53116691
E01028772,8.77,0.14,2.73,3.810930576,15.45093058
E01028773,7.06,0.03,4.1,4.785819793,15.97581979
E01028774,8.25,0.12,3.03,4.00295421,15.40295421
E01028775,7.18,0.15,3.43,3.781388479,14.54138848
E01028776,7.74,0.31,4.46,3.205317578,15.71531758
E01028777,8.1,0.03,4.35,3.05760709,15.53760709
E01028778,6.35,0,5.01,4.47562777,15.83562777
E01028779,7.62,0.03,4.62,3.234859675,15.50485968
E01028780,7.66,0.23,4.55,2.850812408,15.29081241
E01028781,6.51,0.08,3.45,5.686853767,15.72685377
E01028782,7.14,0.22,4.19,3.76661743,15.31661743
E01028783,6.87,0.09,4.45,4.431314623,15.84131462
E01028784,7.94,0.16,3.89,4.076809453,16.06680945
E01028785,7.5,0.21,3.88,3.870014771,15.46001477
E01028786,7.42,0.18,4.26,3.515509601,15.3755096
E01028787,7.5,0.26,4.34,4.534711965,16.63471197
E01028788,7.54,0.17,4.19,2.983751846,14.88375185
E01028789,8.02,0.06,3.65,2.599704579,14.32970458
E01028790,8.49,0.05,3.71,3.205317578,15.45531758
E01028791,8.02,0,4.71,3.190546529,15.92054653
E01028792,6.51,0,4.22,2.422451994,13.15245199
E01028793,7.3,0.1,3.63,3.323485968,14.35348597
E01028794,7.46,0.03,4.3,3.988183161,15.77818316
E01028795,7.38,0.46,3.86,3.279172821,14.97917282
E01028796,7.14,0.13,4.96,4.1211226,16.3511226
E01028797,7.66,0.06,4.13,3.338257016,15.18825702
E01028798,7.22,0.12,4.35,3.397341211,15.08734121
E01028799,7.74,0.11,4.36,3.76661743,15.97661743
E01028800,7.66,0.05,4,4.372230428,16.08223043
E01028801,8.02,0.05,4.12,3.53028065,15.72028065
E01028802,7.94,0.05,4.49,3.279172821,15.75917282
E01028804,8.13,0.03,4.35,2.481536189,14.99153619
E01028806,7.62,0.06,3.53,3.441654357,14.65165436
E01028807,7.7,0.42,4.08,4.1211226,16.3211226
E01028808,7.78,0.32,3.86,3.781388479,15.74138848
E01028809,6.43,0.38,5.21,6.94239291,18.96239291
E01028810,8.49,0.03,2.63,3.308714919,14.45871492
E01028811,6.67,0.14,4.61,5.64254062,17.06254062
E01028813,6.63,0.2,3.76,5.317577548,15.90757755
E01028814,7.3,0.18,3.73,3.88478582,15.09478582
E01028815,7.42,0,5.09,3.161004431,15.67100443
E01028816,7.66,0.76,3.52,4.490398818,16.43039882
E01028817,7.74,0.41,3.44,3.870014771,15.46001477
E01028818,6.27,0.44,4.43,4.903988183,16.04398818
E01028819,6.19,0.29,4.93,5.864106352,17.27410635
E01028820,9.01,0.15,2.39,2.511078287,14.06107829
E01028821,8.57,0.32,2.89,3.249630724,15.02963072
E01028822,8.1,0.61,2.78,3.042836041,14.53283604
E01028823,8.37,0.23,4.15,2.570162482,15.32016248
E01028824,7.66,0.06,3.46,2.880354505,14.06035451
E01028825,8.29,0.03,3.68,2.34859675,14.34859675
E01028826,6.23,0.21,5.19,5.465288035,17.09528804
E01028827,6.9,0,4.59,5.553914328,17.04391433
E01028828,6.23,0.04,4.68,4.874446086,15.82444609
E01028829,6.67,0.03,5.83,4.830132939,17.36013294
E01028830,5.67,0,6.19,4.963072378,16.82307238
E01028831,7.38,0,4.93,3.500738552,15.81073855
E01028832,6.39,0.07,5.02,4.283604136,15.76360414
E01028833,7.02,0,5.78,4.638109306,17.43810931
E01028834,6.51,0.05,5.47,5.494830133,17.52483013
E01028835,7.1,0,4.16,4.313146233,15.57314623
E01028836,6.59,0.08,4.92,5.672082718,17.26208272
E01028837,5.04,0.06,5.08,5.302806499,15.4828065
E01028838,6.19,0.07,5.16,6.144756278,17.56475628
E01028839,6.79,0,5.27,4.948301329,17.00830133
E01028840,6.98,0.05,4.62,4.682422452,16.33242245
E01028841,6.39,0.03,4.5,5.435745938,16.35574594
E01028842,7.18,0.09,4.27,3.707533235,15.24753324
E01028843,6.75,0,4.39,4.180206795,15.3202068
E01028844,8.49,0.04,1.96,3.692762186,14.18276219
E01028845,6.39,0.04,5.73,4.283604136,16.44360414
E01028846,6.47,0.02,4.14,4.387001477,15.01700148
E01028847,7.38,0,4.58,3.796159527,15.75615953
E01028848,5.99,0.06,5.51,5.243722304,16.8037223
E01028849,6.98,0.08,5.25,6.46971935,18.77971935
E01028850,7.46,0.08,3.59,3.17577548,14.30577548
E01028851,6.83,0.02,5.99,4.209748892,17.04974889
E01028852,7.34,0.07,5.28,4.844903988,17.53490399
E01028853,6.83,0.03,5.53,7.045790251,19.43579025
E01028854,6.63,0.05,4.67,4.00295421,15.35295421
E01028855,8.93,0.22,3.34,2.319054653,14.80905465
E01028856,7.42,0.17,4.03,3.914327917,15.53432792
E01035070,8.13,0.11,3.11,3.205317578,14.55531758
E01028858,6.47,0.04,5.73,5.273264402,17.5132644
E01028859,7.18,0.11,4.85,3.973412112,16.11341211
E01028860,7.42,0.1,4.04,3.426883309,14.98688331
E01028861,6.98,0.13,4.53,3.559822747,15.19982275
E01028862,7.62,0.04,4.31,3.456425406,15.42642541
E01028863,7.38,0,4.61,4.047267356,16.03726736
E01028864,6.31,0.1,4.89,4.726735598,16.0267356
E01028865,5.44,0.23,5.62,4.59379616,15.88379616
E01028866,5.75,0.55,4.81,5.007385524,16.11738552
E01028867,6.31,0.21,4.6,5.64254062,16.76254062
E01028868,6.98,0.13,4.86,3.914327917,15.88432792
E01028869,7.58,0.04,3.81,3.53028065,14.96028065
E01028870,7.3,0.13,4.24,3.76661743,15.43661743
E01028871,6.83,0.08,4.56,5.199409158,16.66940916
E01028872,7.62,0.02,4.91,3.64844904,16.19844904
E01028873,6.55,0.49,4.75,6.750369276,18.54036928
E01028874,6.07,0.02,5.99,5.110782866,17.19078287
E01028875,7.74,0.64,3.94,3.899556869,16.21955687
E01028876,6.75,0.31,4.66,5.125553914,16.84555391
E01028877,7.14,0.03,4.6,4.948301329,16.71830133
E01028878,6.79,0.22,4.95,4.431314623,16.39131462
E01028879,5.83,0.27,4.76,6.248153619,17.10815362
E01028880,6.67,0.02,4.88,5.273264402,16.8432644
E01028881,6.51,0.11,4.95,5.007385524,16.57738552
E01028882,7.14,0,4.5,4.342688331,15.98268833
E01028883,7.14,0.09,3.33,3.515509601,14.0755096
E01028884,7.3,0,4.34,4.903988183,16.54398818
E01035057,7.46,0.1,3.45,4.579025111,15.58902511
E01028886,6.98,0.23,4.71,5.539143279,17.45914328
E01028887,6.71,0.18,5.08,4.283604136,16.25360414
E01028888,7.78,0.02,3.79,3.692762186,15.28276219
E01028889,6.35,0,5.31,5.923190547,17.58319055
E01028890,5.52,0.23,5.03,6.129985229,16.90998523
E01028891,5.52,0.72,4.49,6.11521418,16.84521418
E01028892,6.55,0.12,4.9,3.64844904,15.21844904
E01028893,6.98,0.05,4.82,4.35745938,16.20745938
E01028894,7.06,0.11,4.76,5.509601182,17.43960118
E01028895,6.63,0.2,4.46,5.288035451,16.57803545
E01028896,7.5,0.3,4.29,5.155096012,17.24509601
E01028897,6.55,0.1,4.8,5.051698671,16.50169867
E01028898,7.38,0.02,4.33,4.534711965,16.26471197
E01028899,8.02,0,4.48,3.205317578,15.70531758
E01028902,6.35,0.54,5.62,5.435745938,17.94574594
E01028903,5.83,0.89,6,6.646971935,19.36697194
E01028904,7.86,0.39,4.74,5.066469719,18.05646972
E01028905,7.7,2.23,3.41,4.977843427,18.31784343
E01028906,6.94,2.73,3.96,5.952732644,19.58273264
E01028907,6.83,0.22,5.19,3.485967504,15.7259675
E01028908,7.78,2.71,3.79,6.528803545,20.80880355
E01028909,6.87,1.42,3.84,5.199409158,17.32940916
E01028910,6.47,0.16,5.27,4.091580502,15.9915805
E01028911,6.07,0,4.59,4.387001477,15.04700148
E01028912,6.03,0.31,4.5,5.672082718,16.51208272
E01028913,7.1,0,4.78,4.017725258,15.89772526
E01028914,5.2,0,5.1,5.007385524,15.30738552
E01028915,7.42,0.02,4.6,3.973412112,16.01341211
E01028916,6.27,0,6.32,4.549483013,17.13948301
E01028917,6.87,0.44,4.17,4.283604136,15.76360414
E01028918,7.06,0.19,4.49,4.401772526,16.14177253
E01028919,7.42,0.06,4.54,3.441654357,15.46165436
E01028920,6.67,0.09,4.79,5.273264402,16.8232644
E01028921,7.26,0.04,4.34,4.697193501,16.3371935
E01028922,6.79,0.03,4.11,4.047267356,14.97726736
E01028923,6.94,0.12,4.89,4.062038405,16.01203841
E01028924,7.58,0.34,4.19,4.268833087,16.37883309
E01028925,7.22,0.13,5.24,4.711964549,17.30196455
E01028926,7.26,0.11,4.55,5.273264402,17.1932644
E01028927,7.1,0.16,4.34,3.64844904,15.24844904
E01028928,6.75,0.07,4.84,5.169867061,16.82986706
E01028929,7.7,0.27,4.02,2.924667651,14.91466765
E01028930,8.02,0.21,3.44,2.688330871,14.35833087
E01028931,7.1,0.57,4.01,3.870014771,15.55001477
E01035059,8.29,0.55,4.03,2.836041359,15.70604136
E01028933,7.06,0.53,3.6,4.992614476,16.18261448
E01028934,7.22,0.44,4.14,5.302806499,17.1028065
E01028935,5.99,0.07,4.74,4.268833087,15.06883309
E01028936,6.9,0.05,5,3.663220089,15.61322009
E01028937,6.15,0.03,4.18,4.209748892,14.56974889
E01028938,7.22,0.22,4.79,3.825701625,16.05570163
E01028939,7.74,0.19,3.59,3.707533235,15.22753324
E01028940,6.31,0.05,4.62,3.426883309,14.40688331
E01035065,8.29,0.28,4.62,3.485967504,16.6759675
E01028942,8.17,0.09,3.53,1.920236337,13.71023634
E01028943,6.87,0.52,4.07,4.298375185,15.75837519
E01028944,6.59,0.48,4.52,5.169867061,16.75986706
E01028945,7.5,0.7,3.55,4.401772526,16.15177253
E01035063,8.21,0.69,4.71,3.426883309,17.03688331
E01028947,6.19,0.13,5.94,4.401772526,16.66177253
E01028948,5.63,0,5.98,5.347119645,16.95711965
E01028949,7.38,0.05,5.14,3.471196455,16.04119646
E01028950,7.82,0.06,4.27,3.471196455,15.62119646
E01028951,7.38,0.17,4.73,3.485967504,15.7659675
E01028952,6.79,0.02,4.51,3.663220089,14.98322009
E01028953,7.1,0.12,4.64,3.190546529,15.05054653
E01028954,6.55,0,4.73,3.677991137,14.95799114
E01028955,7.02,0.06,4.78,5.155096012,17.01509601
E01028956,6.83,0.3,4.42,5.007385524,16.55738552
E01028957,7.3,0.63,5.24,7.518463811,20.68846381
E01028958,6.43,0.2,4.73,5.76070901,17.12070901
E01035067,7.1,0,4.42,4.017725258,15.53772526
E01028960,6.75,0,3.98,3.663220089,14.39322009
E01028961,7.34,0.12,4.55,3.205317578,15.21531758
E01028962,7.14,0.43,4.43,7.562776957,19.56277696
E01028963,7.5,0.02,4.65,2.58493353,14.75493353
E01028964,7.5,0.1,4.34,2.880354505,14.82035451
E01028965,6.59,0.2,4.97,5.834564254,17.59456425
E01028966,6.55,0,4.31,4.165435746,15.02543575
E01028967,6.83,0.08,5.01,7.149187592,19.06918759
E01028968,6.35,0.14,4.29,5.036927622,15.81692762
E01028969,7.42,0.17,4.03,3.825701625,15.44570163
E01028970,7.38,0,5.71,4.579025111,17.66902511
E01028971,6.98,0,4.53,3.88478582,15.39478582
E01028972,6.63,0.12,4.31,3.220088626,14.28008863
E01028973,6.75,0.42,4.21,3.64844904,15.02844904
E01028974,8.02,0.06,6.07,1.831610044,15.98161004
E01028975,7.1,0.15,4.4,4.874446086,16.52444609
E01028976,7.42,0.02,5.09,2.998522895,15.5285229
E01028977,7.06,0.04,5.01,4.387001477,16.49700148
E01028978,6.63,0.83,4.15,3.692762186,15.30276219
E01028979,7.54,0.03,3.69,4.017725258,15.27772526
E01028980,7.1,0.07,4.74,4.23929099,16.14929099
E01028981,6.63,0.19,4.08,3.973412112,14.87341211
E01028982,7.06,0.4,3.9,5.184638109,16.54463811
E01028983,6.9,0.25,4.23,6.632200886,18.01220089
E01028984,5.71,0.03,5.07,5.509601182,16.31960118
E01028985,6.03,0.15,5.19,4.505169867,15.87516987
E01028986,7.02,0.26,3.86,2.732644018,13.87264402
E01035062,6.35,0.19,4.27,3.101920236,13.91192024
E01028988,7.42,0.26,3.77,4.150664697,15.6006647
E01028989,7.46,0.26,4.26,4.859675037,16.83967504
E01028990,7.58,0,4.26,4.076809453,15.91680945
E01035071,6.87,0.02,4.53,3.943870015,15.36387002
E01028992,5.63,0.05,5.51,5.066469719,16.25646972
E01028993,7.3,0.03,4.4,4.401772526,16.13177253
E01028994,6.27,0,5.49,4.667651403,16.4276514
E01028995,5.95,0.13,4.72,5.007385524,15.80738552
E01028996,5.99,0.03,4.81,3.663220089,14.49322009
E01028997,6.03,0.03,6.89,4.579025111,17.52902511
E01028998,5.6,0.08,6.32,4.564254062,16.56425406
E01028999,6.39,0,5.44,4.623338257,16.45333826
E01029000,6.03,0.07,5.27,5.051698671,16.42169867
E01029001,7.46,0,4.51,3.914327917,15.88432792
E01029002,6.27,0.08,4.64,5.686853767,16.67685377
E01029003,6.11,0.03,4.91,4.224519941,15.27451994
E01035072,5.95,0.03,4.81,3.943870015,14.73387002
E01029005,6.15,0.06,5.1,4.416543575,15.72654358
E01029006,6.03,0.05,6.1,5.169867061,17.34986706
E01029007,6.98,0.1,5.25,6.617429838,18.94742984
E01029009,6.75,0.12,5.53,4.815361891,17.21536189
E01029010,6.11,0.03,4.06,5.52437223,15.72437223
E01029011,6.19,0.08,5.2,5.258493353,16.72849335
E01029012,7.42,0.06,4.43,3.899556869,15.80955687
E01029013,6.51,1.05,4.95,5.376661743,17.88666174
E01029014,7.06,0.36,4.33,6.514032496,18.2640325
E01035072,7.14,0.03,4.81,3.943870015,15.92387002
E01029016,6.03,0.05,5.25,3.677991137,15.00799114
E01029018,7.7,0.02,4.01,3.810930576,15.54093058
E01029019,7.94,0.1,4.71,2.998522895,15.7485229
E01029020,7.66,0.05,3.86,3.722304284,15.29230428
E01029021,6.35,0.03,4.04,4.047267356,14.46726736
E01029022,7.78,0.03,4.52,2.850812408,15.18081241
E01029023,6.75,0,4.82,3.116691285,14.68669129
E01029024,7.38,0.03,4.21,3.988183161,15.60818316
E01029025,6.94,0.05,4.59,5.937961595,17.5179616
E01035107,7.26,0,4.32,4.150664697,15.7306647
E01029027,7.74,0.07,4.12,4.505169867,16.43516987
E01029028,5.12,0.13,4.61,5.849335303,15.7093353
E01029029,6.94,0.18,4.91,6.292466765,18.32246677
E01029030,8.21,0.14,3.69,2.717872969,14.75787297
E01029031,6.39,0.23,4.82,4.638109306,16.07810931
E01029032,5.08,0.04,6.42,4.667651403,16.2076514
E01029033,7.62,0.16,3.8,4.194977843,15.77497784
E01029034,7.26,0.06,3.89,4.017725258,15.22772526
E01035110,8.61,0.28,2.62,2.776957164,14.28695716
E01029036,7.94,0.22,3.97,4.756277696,16.8862777
E01029037,7.26,0.13,3.75,4.446085672,15.58608567
E01029038,7.46,0.14,3.56,4.874446086,16.03444609
E01029039,6.47,0.07,5.06,5.317577548,16.91757755
E01029040,6.63,0.16,3.89,4.756277696,15.4362777
E01029041,7.66,0.26,4.32,5.450516987,17.69051699
E01029042,7.54,0.15,4.6,5.967503693,18.25750369
E01029043,8.29,0.11,3.46,4.490398818,16.35039882
E01029044,8.21,0.24,3.69,4.224519941,16.36451994
E01029045,7.38,0.21,4.28,4.298375185,16.16837519
E01029046,6.19,0.41,5.02,5.745937962,17.36593796
E01029047,7.3,0,4.17,4.505169867,15.97516987
E01029050,7.3,0.18,4.19,4.815361891,16.48536189
E01029051,6.11,0.16,5.59,4.741506647,16.60150665
E01029052,6.79,0.07,5.45,4.416543575,16.72654358
E01029053,7.38,0.05,4.37,3.929098966,15.72909897
E01029054,6.98,0,4,4.268833087,15.24883309
E01029055,6.55,0.06,4.72,4.35745938,15.68745938
E01029056,7.38,0,4.39,2.983751846,14.75375185
E01029057,8.1,0.03,4.59,3.05760709,15.77760709
E01029058,7.38,0.02,4.56,4.076809453,16.03680945
E01029059,6.83,0.03,4.53,3.825701625,15.21570163
E01029060,7.1,0,4.51,3.618906942,15.22890694
E01035109,7.66,0.11,4.22,3.692762186,15.68276219
E01029062,7.58,1.14,3.18,5.967503693,17.86750369
E01029063,8.25,0.24,3.08,3.545051699,15.1150517
E01029064,6.79,0.3,3.91,4.23929099,15.23929099
E01029065,7.02,0.15,3.05,3.308714919,13.52871492
E01029066,6.59,0.37,4.16,5.214180207,16.33418021
E01029067,6.31,0.31,4.05,5.125553914,15.79555391
E01029068,7.46,0.13,4.58,4.254062038,16.42406204
E01035107,7.46,0,4.32,4.150664697,15.9306647
E01029070,7.54,0.3,3.26,4.283604136,15.38360414
E01029071,5.56,0.18,4.03,5.214180207,14.98418021
E01029072,6.55,0.28,4.74,5.834564254,17.40456425
E01029073,6.67,0.06,4.67,5.243722304,16.6437223
E01029074,7.18,0.08,6.51,4.106351551,17.87635155
E01029075,5.99,0.11,6.05,6.11521418,18.26521418
E01029076,6.59,0.13,4.22,4.652880355,15.59288036
E01029077,8.25,0.04,4.39,3.234859675,15.91485968
E01029078,6.19,0.24,5.86,5.199409158,17.48940916
E01029079,5.99,0.15,5.12,5.893648449,17.15364845
E01029080,7.14,0.22,4.41,4.431314623,16.20131462
E01029081,6.51,0.13,5.02,4.460856721,16.12085672
E01029082,5.79,0.08,5.91,3.589364845,15.36936485
E01029083,5.4,0.05,6.61,3.633677991,15.69367799
E01029084,6.03,0.15,5.37,4.741506647,16.29150665
E01029085,7.22,0.15,4.53,4.047267356,15.94726736
E01029086,7.98,0.05,4.44,3.101920236,15.57192024
E01029089,8.21,0,4.31,3.988183161,16.50818316
E01035116,8.25,0.2,4.27,4.682422452,17.40242245
E01029091,7.38,0.39,3.08,4.327917282,15.17791728
E01029092,8.29,0.32,2.87,3.914327917,15.39432792
E01029093,7.62,0.86,4.1,6.46971935,19.04971935
E01029094,7.62,1.1,2.85,4.963072378,16.53307238
E01029095,7.18,2.08,3.75,6.779911374,19.78991137
E01029096,7.74,0.83,3.66,5.893648449,18.12364845
E01029097,7.34,0.6,3.91,6.440177253,18.29017725
E01029098,7.5,1.44,4.28,6.159527326,19.37952733
E01029099,6.79,0.57,5.23,6.957163959,19.54716396
E01029100,6.51,0.48,3.97,6.927621861,17.88762186
E01029101,7.34,0.52,4.02,5.140324963,17.02032496
E01029102,6.9,0.36,3.71,4.608567208,15.57856721
E01029103,6.27,0.05,5.02,3.677991137,15.01799114
E01029104,7.7,0.15,3.58,2.924667651,14.35466765
E01029105,5.87,0.45,5.1,6.691285081,18.11128508
E01029106,7.3,0.59,5.37,8.124076809,21.38407681
E01029107,6.27,0.5,4.74,6.765140325,18.27514033
